7	7
18	17
6	6
6	6
6	6
1	1
3	3
23	22
17	16
24	23
11	10
52	51
4	4
2	2
5	4
22	21
63	62
72	71
13	13
5	5
3	3
34	33
35	34
10	10
25	24
22	21
19	19
1	1
3	3
3	3
2	2
16	15
35	34
7	7
1	1
18	17
28	27
11	11
19	18
1	1
10	10
27	26
2	2
3	3
6	6
14	14
22	22
5	5
7	6
17	17
14	14
4	4
30	29
6	6
19	19
2	2
2	2
2	2
5	5
9	9
28	27
21	20
22	22
22	22
18	18
13	13
12	12
19	18
7	7
19	18
21	21
14	14
12	12
5	5
1	1
8	7
28	28
2	2
8	7
20	19
4	4
3	3
1	1
14	13
28	27
11	11
5	5
8	8
1	1
19	18
18	18
20	19
16	16
6	6
23	22
5	5
4	4
11	11
23	22
36	35
92	91
22	22
27	26
28	27
17	17
35	34
8	8
7	7
23	23
33	32
12	12
26	25
11	11
21	21
14	14
17	16
15	14
16	15
12	12
21	20
25	24
29	28
7	7
4	4
14	14
5	5
12	12
33	32
3	3
10	10
15	14
6	6
3	3
13	12
41	40
14	14
7	7
19	18
48	47
7	7
17	16
12	12
11	11
9	8
17	16
10	10
8	8
36	35
25	24
18	17
2	2
11	10
3	3
2	2
30	29
23	23
54	53
15	15
13	13
5	5
10	10
25	24
18	18
9	9
23	22
1	1
12	12
3	3
3	3
8	8
26	25
71	70
12	12
19	18
25	24
18	18
18	18
5	5
75	74
22	21
5	5
25	24
11	11
20	19
27	26
12	11
13	13
8	8
6	6
3	3
18	18
15	14
12	12
14	13
6	6
15	14
2	2
1	1
15	14
10	9
5	5
7	7
4	3
1	1
9	9
40	39
3	3
3	2
16	15
8	7
3	3
19	18
4	4
3	3
10	10
6	6
2	2
17	16
3	3
7	7
26	25
17	16
5	5
29	28
4	4
10	10
5	5
4	4
13	13
1	1
2	2
17	16
6	6
20	19
11	11
7	7
27	26
30	29
11	11
2	2
4	4
15	15
11	11
18	18
34	33
19	19
5	5
3	3
18	17
13	13
11	11
10	10
3	3
4	4
15	14
33	32
34	33
11	11
10	10
15	14
7	7
11	10
8	8
5	5
39	38
2	2
5	5
18	18
12	12
2	2
