226,226
226,226
226,364
226,364
226,226
226,132
226,132
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,132
226,364
226,226
226,364
226,226
226,364
226,226
226,226
226,226
364,226
364,226
364,226
364,364
364,226
364,226
364,226
364,226
364,364
364,132
364,364
364,364
364,226
364,226
364,364
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,132
226,226
226,226
226,132
226,364
226,226
226,226
226,226
226,132
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
364,226
364,226
364,226
364,226
364,132
364,364
364,364
364,226
364,226
364,226
364,364
364,226
364,364
364,226
364,226
364,226
364,226
364,226
364,364
226,364
226,226
226,226
226,226
226,226
226,226
226,364
226,364
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
364,226
364,226
364,226
364,226
364,132
364,226
364,364
364,226
364,226
364,226
364,226
364,226
364,364
364,364
364,226
364,226
364,226
364,226
364,226
364,364
364,226
364,364
226,364
226,226
226,226
226,226
226,364
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
132,226
132,226
132,226
132,364
132,226
132,226
132,226
132,226
132,226
132,364
132,226
132,226
132,226
132,226
132,132
226,226
226,226
226,132
226,226
226,364
226,364
226,364
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,364
226,226
226,226
226,226
226,364
226,226
226,132
226,226
226,364
226,226
226,226
226,226
226,226
226,364
226,226
226,364
226,226
226,226
226,226
364,226
364,364
364,364
364,364
364,364
364,226
364,226
364,226
364,226
364,226
364,226
364,226
364,226
364,364
226,226
226,364
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,132
226,226
226,364
226,226
226,364
226,226
226,226
226,364
226,226
226,364
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,132
226,226
226,226
226,226
226,226
226,364
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,132
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,364
226,364
226,364
226,226
226,226
226,226
132,226
132,226
132,226
132,364
132,226
132,226
132,226
132,226
132,226
132,364
132,226
132,364
132,364
132,132
226,364
226,226
226,226
226,364
226,226
226,226
226,364
226,226
226,226
226,364
226,226
226,226
226,364
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,132
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,132
226,364
226,364
226,226
226,226
226,226
226,226
226,226
226,226
364,364
364,364
364,132
364,364
364,226
364,226
364,226
364,226
364,226
364,226
364,364
364,364
364,364
364,226
364,226
364,226
364,364
364,226
364,364
226,364
226,226
226,364
226,226
226,226
226,226
226,364
226,226
364,364
364,226
364,226
364,226
364,226
364,226
364,226
364,364
364,132
364,226
364,226
364,226
364,226
364,226
364,226
364,364
364,226
364,364
364,226
364,226
364,364
364,226
364,226
364,226
364,226
364,226
364,364
364,226
364,226
364,364
364,364
226,226
226,364
226,226
226,226
226,226
226,132
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
132,226
132,226
132,364
132,226
132,364
132,226
132,226
132,226
132,226
132,226
132,132
364,226
364,226
364,226
364,226
364,226
364,132
364,226
364,226
364,364
364,226
364,226
364,226
364,226
364,226
364,364
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,132
226,226
226,226
226,226
226,226
226,226
226,364
226,132
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,364
226,364
226,226
226,226
226,226
364,364
364,226
364,226
364,132
364,226
364,226
364,226
364,226
364,226
364,226
364,364
226,364
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
364,226
364,226
364,226
364,226
364,226
364,364
364,226
364,226
364,226
364,226
364,226
364,226
364,226
364,226
364,226
364,226
364,364
226,364
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
364,226
364,226
364,364
364,364
364,226
364,226
364,226
364,226
364,226
364,132
364,364
226,226
226,226
226,364
226,132
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,364
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,364
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
226,132
226,226
226,364
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,364
226,226
226,226
226,226
226,226
226,226
226,226
226,226
364,226
364,364
364,226
364,226
364,226
364,364
132,226
132,226
132,226
132,364
132,226
132,226
132,226
132,226
132,132
226,226
